Date,Close
2013-05-07,12631.5
2013-05-08,12643.05
2013-05-09,12596.3
2013-05-10,12752.3
2013-05-11,12780.15
2013-05-13,12568.85
2013-05-14,12583.6
2013-05-15,13077.9
2013-05-16,13239.45
2013-05-17,13317.1
2013-05-20,13181.5
2013-05-21,13066.5
2013-05-22,13008.25
2013-05-23,12636.5
2013-05-24,12769.35
2013-05-27,12961.55
2013-05-28,12950.0
2013-05-29,12853.2
2013-05-30,12805.9
2013-05-31,12475.65
2013-06-03,12402.1
2013-06-04,12275.1
2013-06-05,12289.35
2013-06-06,12398.4
2013-06-07,12231.5
2013-06-10,12087.05
2013-06-11,11820.5
2013-06-12,11814.85
2013-06-13,11686.75
2013-06-14,11922.85
2013-06-17,11971.05
2013-06-18,11820.95
2013-06-19,11852.65
2013-06-20,11375.4
2013-06-21,11340.15
2013-06-24,11178.3
2013-06-25,11181.05
2013-06-26,11066.55
2013-06-27,11235.75
2013-06-28,11617.25
2013-07-01,11714.9
2013-07-02,11614.25
2013-07-03,11357.8
2013-07-04,11381.2
2013-07-05,11434.3
2013-07-08,11283.3
2013-07-09,11442.45
2013-07-10,11364.45
2013-07-11,11655.3
2013-07-12,11722.8
2013-07-15,11790.25
2013-07-16,11226.15
2013-07-17,10971.6
2013-07-18,11187.7
2013-07-19,10973.9
2013-07-22,11086.95
2013-07-23,11239.7
2013-07-24,10720.15
2013-07-25,10614.0
2013-07-26,10465.25
2013-07-29,10331.0
2013-07-30,10209.55
2013-07-31,10015.75
2013-08-01,10142.95
2013-08-02,9997.8
2013-08-05,10094.9
2013-08-06,9703.1
2013-08-07,9757.25
2013-08-08,9816.4
2013-08-12,9711.4
2013-08-13,9985.65
2013-08-14,10026.4
2013-08-16,9450.85
2013-08-19,9145.0
2013-08-20,9218.95
2013-08-21,9264.4
2013-08-22,9268.9
2013-08-23,9470.1
2013-08-26,9373.55
2013-08-27,8870.5
2013-08-28,8760.85
2013-08-29,8904.6
2013-08-30,9049.2
2013-09-02,9139.5
2013-09-03,8664.2
2013-09-04,8845.75
2013-09-05,9682.4
2013-09-06,9961.4
2013-09-10,10188.25
2013-09-11,10369.1
2013-09-12,10158.55
2013-09-13,10180.45
2013-09-16,10368.4
2013-09-17,10279.6
2013-09-18,10447.85
2013-09-19,11148.65
2013-09-20,10686.8
2013-09-23,10211.7
2013-09-24,10175.9
2013-09-25,10081.7
2013-09-26,10098.25
2013-09-27,9899.75
2013-09-30,9617.8
2013-10-01,9883.3
2013-10-03,10222.95
2013-10-04,10197.15
2013-10-07,10082.1
2013-10-08,10141.45
2013-10-09,10334.95
2013-10-10,10288.95
2013-10-11,10622.15
2013-10-14,10665.25
2013-10-15,10389.25
2013-10-17,10336.55
2013-10-18,10744.9
2013-10-21,10797.55
2013-10-22,10809.1
2013-10-23,10880.65
2013-10-24,10902.45
2013-10-25,10896.5
2013-10-28,10773.2
2013-10-29,11241.65
2013-10-30,11249.35
2013-10-31,11473.15
2013-11-01,11628.65
2013-11-03,11614.05
2013-11-05,11498.9
2013-11-06,11292.55
2013-11-07,11054.9
2013-11-08,10913.15
2013-11-11,10758.45
2013-11-12,10583.05
2013-11-13,10523.35
2013-11-14,10811.2
2013-11-18,11142.3
2013-11-19,11187.85
2013-11-20,10967.15
2013-11-21,10706.9
2013-11-22,10677.35
2013-11-25,11083.4
2013-11-26,10909.35
2013-11-27,10899.3
2013-11-28,10906.75
2013-11-29,11153.95
2013-12-02,11284.35
2013-12-03,11211.3
2013-12-04,11156.75
2013-12-05,11665.1
2013-12-06,11720.2
2013-12-09,12065.9
2013-12-10,11843.45
2013-12-11,11784.35
2013-12-12,11635.5
2013-12-13,11366.9
2013-12-16,11372.95
2013-12-17,11208.65
2013-12-18,11357.9
2013-12-19,11087.45
2013-12-20,11292.35
2013-12-23,11378.5
2013-12-24,11330.65
2013-12-26,11385.75
2013-12-27,11459.7
2013-12-30,11376.0
2013-12-31,11385.25
2014-01-01,11385.6
2014-01-02,11183.2
2014-01-03,11181.65
2014-01-06,11049.05
2014-01-07,11036.75
2014-01-08,11053.7
2014-01-09,10970.45
2014-01-10,10805.3
2014-01-13,11021.6
2014-01-14,10948.9
2014-01-15,11125.4
2014-01-16,11092.55
2014-01-17,10911.35
2014-01-20,11007.5
