"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"05-Jul-2016","    18122.40","    18124.10","    17989.60","    18004.25","       71760436","         1729.80"
"07-Jul-2016","    18036.30","    18146.55","    17997.10","    18084.90","       66110768","         1744.02"
"08-Jul-2016","    18078.05","    18079.20","    17910.90","    18016.25","       71384178","         1771.80"
"11-Jul-2016","    18268.15","    18409.45","    18243.30","    18390.95","       95542728","         2683.54"
"12-Jul-2016","    18527.85","    18684.45","    18464.15","    18667.60","      119959659","         3000.57"
"13-Jul-2016","    18704.90","    18711.60","    18546.25","    18618.95","       91794140","         2656.40"
"14-Jul-2016","    18633.50","    18880.90","    18580.20","    18863.75","      119591064","         2708.83"
"15-Jul-2016","    18887.90","    19016.10","    18772.45","    18953.65","       98893700","         2567.28"
"18-Jul-2016","    18998.30","    19158.00","    18885.00","    18923.40","       89841318","         2242.05"
"19-Jul-2016","    18970.15","    19030.05","    18833.60","    18905.15","      119764169","         2842.96"
"20-Jul-2016","    18896.80","    19016.25","    18886.30","    18968.20","       76186713","         2036.75"
"21-Jul-2016","    18967.40","    19000.30","    18644.55","    18674.30","       82995275","         2476.38"
"22-Jul-2016","    18697.80","    18735.40","    18551.30","    18690.40","       98151354","         2250.30"
"25-Jul-2016","    18594.95","    19035.35","    18572.10","    18989.60","      134300249","         3500.74"
"26-Jul-2016","    18979.10","    19044.45","    18814.25","    18860.85","      108819760","         3022.24"
"27-Jul-2016","    18908.45","    19125.00","    18882.40","    19021.95","      102758926","         3614.03"
"28-Jul-2016","    19050.40","    19126.75","    18998.80","    19076.55","      150822269","         3940.03"
"29-Jul-2016","    19047.05","    19070.15","    18912.60","    18953.15","       84588124","         2266.22"
"01-Aug-2016","    18896.50","    19078.50","    18634.40","    18740.60","      107461841","         2913.59"
"02-Aug-2016","    18783.60","    18866.55","    18671.85","    18708.25","       93802673","         2360.14"
"03-Aug-2016","    18680.95","    18775.40","    18542.60","    18602.00","       79648244","         2267.01"
"04-Aug-2016","    18724.90","    18724.90","    18443.65","    18571.70","       99891602","         2543.99"
"05-Aug-2016","    18725.20","    18943.15","    18708.25","    18925.95","       86194390","         2482.89"
"08-Aug-2016","    18986.75","    19028.70","    18896.00","    18939.45","       62653821","         1923.87"
"09-Aug-2016","    18968.65","    19008.15","    18838.60","    18933.30","       80282306","         2266.83"
"10-Aug-2016","    18966.85","    18985.25","    18611.25","    18647.80","       77578944","         2171.83"
"11-Aug-2016","    18621.00","    18699.20","    18537.10","    18640.40","      101074835","         2523.82"
"12-Aug-2016","    18698.30","    18986.80","    18695.50","    18963.70","      198837215","         4945.54"
"16-Aug-2016","    19029.10","    19062.20","    18839.40","    19002.15","       94800297","         2853.88"
"17-Aug-2016","    19044.55","    19138.35","    18966.35","    19041.25","       81061925","         2349.65"
"18-Aug-2016","    19087.20","    19367.45","    19083.00","    19352.80","       81431396","         2692.40"
"19-Aug-2016","    19419.00","    19457.40","    19327.20","    19414.70","      110378474","         3000.38"
"22-Aug-2016","    19432.60","    19493.20","    19252.75","    19330.25","       72766030","         2260.39"
"23-Aug-2016","    19311.90","    19372.65","    19246.90","    19341.65","       75741851","         2165.09"
"24-Aug-2016","    19358.70","    19392.20","    19284.35","    19355.60","       59389952","         1807.50"
"25-Aug-2016","    19383.70","    19432.75","    19282.80","    19304.25","       91833496","         3319.88"
"26-Aug-2016","    19336.45","    19358.00","    19133.90","    19195.75","       62935384","         1988.03"
"29-Aug-2016","    19174.45","    19247.85","    19096.70","    19217.00","       56151054","         2097.48"
"30-Aug-2016","    19306.50","    19546.35","    19306.50","    19531.55","       78066462","         2862.35"
"31-Aug-2016","    19595.90","    19823.40","    19595.90","    19787.60","      227835482","        12621.85"
"01-Sep-2016","    19805.80","    19928.20","    19738.30","    19788.85","       73412522","         2347.06"
"02-Sep-2016","    19830.35","    19911.25","    19787.60","    19883.20","       55246832","         1827.30"
"06-Sep-2016","    19990.95","    20459.45","    19990.95","    20426.20","      102450560","         3418.91"
"07-Sep-2016","    20505.80","    20575.80","    20376.75","    20406.90","      182174112","         5025.38"
"08-Sep-2016","    20439.20","    20477.40","    20335.20","    20417.25","       84146556","         3133.96"
"09-Sep-2016","    20274.75","    20349.70","    20139.15","    20245.30","       99503901","         4359.51"
"12-Sep-2016","    19861.45","    19861.45","    19735.55","    19790.60","       97967394","         3482.14"
"14-Sep-2016","    19757.05","    19953.15","    19732.15","    19909.15","       87058786","         3004.68"
"15-Sep-2016","    19927.60","    19955.40","    19730.25","    19837.55","       68388707","         2351.11"
"16-Sep-2016","    19935.85","    20227.20","    19783.60","    19855.45","      139007912","         5335.43"
"19-Sep-2016","    19892.20","    20014.40","    19849.65","    19906.85","       64684600","         2681.69"
"20-Sep-2016","    19957.35","    19964.30","    19797.50","    19852.30","       55715315","         2056.31"
"21-Sep-2016","    19902.70","    19937.85","    19749.95","    19828.45","       62251845","         2199.53"
"22-Sep-2016","    20153.10","    20264.80","    19996.90","    20109.60","      102577164","         3200.62"
"23-Sep-2016","    20136.75","    20137.55","    19861.45","    19901.80","       96847196","         3780.62"
"26-Sep-2016","    19792.20","    19794.15","    19568.35","    19591.75","       73982979","         2552.57"
"27-Sep-2016","    19652.95","    19696.45","    19479.15","    19518.70","       65845836","         2254.69"
"28-Sep-2016","    19542.00","    19700.00","    19509.65","    19653.55","      117247682","         3074.09"
"29-Sep-2016","    19762.30","    19793.20","    19059.05","    19183.65","      239435196","         9980.19"
"30-Sep-2016","    19116.00","    19330.85","    19085.20","    19285.70","       84247936","         2589.50"
"03-Oct-2016","    19395.55","    19611.25","    19363.95","    19589.05","       66410113","         2033.38"
"04-Oct-2016","    19641.75","    19747.45","    19527.35","    19672.70","      113388061","         2928.80"
"05-Oct-2016","    19801.30","    19816.50","    19492.80","    19536.85","       91727046","         2529.11"
"06-Oct-2016","    19518.55","    19570.70","    19325.80","    19395.05","       74619781","         2686.28"
"07-Oct-2016","    19398.05","    19456.00","    19318.00","    19400.10","       62681646","         1878.70"
"10-Oct-2016","    19489.50","    19501.45","    19351.35","    19378.55","       40907508","         1288.05"
"13-Oct-2016","    19295.55","    19295.55","    18824.40","    18954.25","       95148972","         2977.66"
"14-Oct-2016","    19016.70","    19053.50","    18926.15","    19020.15","       61797883","         1807.64"
"17-Oct-2016","    19136.30","    19241.75","    19002.45","    19070.40","      123597409","         3474.26"
"18-Oct-2016","    19174.70","    19511.80","    19162.85","    19495.05","      104276455","         3331.64"
"19-Oct-2016","    19570.05","    19576.30","    19322.75","    19412.10","       65347496","         2227.07"
"20-Oct-2016","    19493.90","    19722.85","    19479.25","    19658.70","       97604833","         3274.33"
"21-Oct-2016","    19636.40","    19744.00","    19516.40","    19710.90","       69230448","         2310.21"
"24-Oct-2016","    19763.85","    19897.85","    19751.65","    19807.90","       77828035","         2375.85"
"25-Oct-2016","    19907.70","    19922.70","    19711.95","    19834.90","       90588204","         2477.21"
"26-Oct-2016","    19581.70","    19725.90","    19434.50","    19483.60","      143827550","         4605.88"
"27-Oct-2016","    19452.00","    19544.20","    19252.10","    19514.60","       87647894","         3276.15"
"28-Oct-2016","    19507.85","    19589.70","    19362.00","    19555.95","       68877003","         2262.36"
"30-Oct-2016","    19657.80","    19666.80","    19484.65","    19523.55","        8938951","          267.09"
"01-Nov-2016","    19578.60","    19591.65","    19417.30","    19458.60","       61792854","         1992.47"
"02-Nov-2016","    19223.50","    19296.55","    19158.75","    19227.90","       74364554","         2542.39"
"03-Nov-2016","    19201.95","    19319.65","    19119.30","    19178.70","       65915418","         1907.41"
"04-Nov-2016","    19223.85","    19223.90","    18961.15","    19058.10","       76173129","         2300.58"
"07-Nov-2016","    19317.85","    19378.00","    19233.00","    19356.00","       77290268","         2148.35"
"08-Nov-2016","    19490.75","    19549.45","    19322.15","    19500.80","       83951456","         2433.93"
"09-Nov-2016","    18270.90","    19587.80","    18143.70","    19518.25","      169946993","         5102.23"
"10-Nov-2016","    19827.50","    20283.15","    19787.45","    20200.25","      212502782","         5707.96"
"11-Nov-2016","    20033.85","    20309.65","    19704.35","    19738.80","      197925973","         5329.20"
"15-Nov-2016","    19808.35","    19861.75","    19240.45","    19289.75","      208769377","         6018.37"
"16-Nov-2016","    19591.25","    19611.90","    19088.40","    19108.10","      134590517","         4172.68"
"17-Nov-2016","    19115.90","    19328.75","    19009.85","    19087.85","      106724890","         3044.75"
"18-Nov-2016","    19180.30","    19216.35","    18897.10","    18959.05","       79393592","         2272.08"
"21-Nov-2016","    19063.80","    19075.95","    18351.25","    18446.40","      135622966","         3456.39"
"22-Nov-2016","    18626.70","    18650.50","    18322.70","    18548.65","      119912505","         3357.39"
"23-Nov-2016","    18660.55","    18669.05","    18449.70","    18540.90","       73799835","         2142.47"
"24-Nov-2016","    18476.00","    18476.35","    18215.80","    18256.10","      120482500","         3662.56"
"25-Nov-2016","    18377.55","    18546.35","    18266.60","    18507.30","       81089308","         2347.44"
"28-Nov-2016","    18237.20","    18471.65","    18187.40","    18301.45","      106884555","         3041.05"
"29-Nov-2016","    18308.80","    18427.40","    18188.70","    18223.75","       81509358","         2454.40"
"30-Nov-2016","    18306.10","    18667.85","    18262.50","    18627.80","       89135261","         2853.13"
"01-Dec-2016","    18676.75","    18713.10","    18389.65","    18428.45","       62882921","         1980.14"
"02-Dec-2016","    18329.40","    18490.50","    18163.80","    18247.65","       84312899","         2455.65"
"05-Dec-2016","    18245.00","    18434.25","    18189.50","    18408.90","       45765934","         1417.16"
"06-Dec-2016","    18459.70","    18499.75","    18365.95","    18420.90","       55031739","         1519.75"
"07-Dec-2016","    18515.50","    18588.75","    17952.60","    18234.15","      100890980","         2738.11"
"08-Dec-2016","    18342.60","    18558.75","    18336.95","    18515.45","       55661159","         1715.50"
"09-Dec-2016","    18567.95","    18739.65","    18432.30","    18695.80","       75645795","         2199.26"
"12-Dec-2016","    18616.05","    18616.05","    18364.05","    18392.95","       53579188","         1551.39"
"13-Dec-2016","    18354.10","    18492.85","    18291.35","    18466.05","       54727502","         1660.60"
"14-Dec-2016","    18480.35","    18485.45","    18322.90","    18341.50","       56292640","         1882.96"
"15-Dec-2016","    18143.50","    18532.00","    18122.10","    18401.15","       82787720","         2794.29"
"16-Dec-2016","    18417.90","    18428.45","    18268.30","    18312.80","       81868151","         3056.57"
"19-Dec-2016","    18258.10","    18316.80","    18215.50","    18257.05","       37244360","         1174.33"
"20-Dec-2016","    18264.10","    18274.90","    18009.80","    18069.40","       53850831","         1649.45"
"21-Dec-2016","    18124.60","    18167.15","    18043.95","    18084.50","       45881955","         1491.46"
"22-Dec-2016","    18027.00","    18029.60","    17839.75","    17891.45","       50280389","         1521.60"
"23-Dec-2016","    17849.25","    17962.30","    17819.75","    17884.00","       53610316","         1594.40"
"26-Dec-2016","    17825.50","    17860.85","    17606.90","    17655.55","       45887571","         1309.95"
"27-Dec-2016","    17677.70","    17907.35","    17616.10","    17879.55","       50265645","         1457.14"
"28-Dec-2016","    17929.20","    18059.65","    17829.15","    17876.70","       57498370","         1692.18"
"29-Dec-2016","    17861.45","    18053.30","    17829.40","    18033.15","       83313390","         2141.23"
"30-Dec-2016","    18026.35","    18245.75","    18016.80","    18177.20","       54349583","         1546.86"
"02-Jan-2017","    18242.30","    18249.00","    17844.90","    17969.60","       74444730","         1857.24"
"03-Jan-2017","    18002.75","    18115.05","    17830.95","    18035.60","       64513818","         1769.30"
"04-Jan-2017","    18037.45","    18092.85","    17868.90","    17891.00","       50508161","         1615.85"
"05-Jan-2017","    18000.75","    18164.05","    17977.80","    18115.95","       68874940","         2271.18"
"06-Jan-2017","    18168.45","    18325.50","    18157.30","    18264.00","       65919927","         2174.59"
"09-Jan-2017","    18314.25","    18373.10","    18256.15","    18286.65","       42677260","         1404.38"
"10-Jan-2017","    18351.45","    18441.15","    18275.75","    18409.60","       59993426","         2012.18"
"11-Jan-2017","    18535.35","    18889.45","    18515.25","    18830.00","      102842482","         3493.47"
"12-Jan-2017","    18885.45","    18966.30","    18805.85","    18873.95","       66286062","         1982.54"
"13-Jan-2017","    18949.70","    18952.25","    18781.25","    18912.10","       55762182","         1855.30"
"16-Jan-2017","    18899.70","    19134.50","    18865.25","    19096.45","       59319825","         1740.77"
"17-Jan-2017","    19128.15","    19202.25","    18981.85","    19067.05","       63686033","         1862.62"
"18-Jan-2017","    19074.85","    19276.50","    19072.10","    19164.50","       56898977","         1871.38"
"19-Jan-2017","    19165.35","    19185.30","    19046.10","    19124.25","       83679399","         2409.78"
"20-Jan-2017","    18996.60","    19071.65","    18793.05","    18820.80","      110140976","         3855.90"
"23-Jan-2017","    18762.00","    18909.65","    18722.85","    18842.70","       97144867","         3232.45"
"24-Jan-2017","    18931.00","    19054.30","    18906.95","    19023.50","       81717037","         3118.62"
"25-Jan-2017","    19120.05","    19518.45","    19114.15","    19473.20","      131028002","         4672.67"
"27-Jan-2017","    19588.40","    19794.95","    19534.90","    19708.30","      157251635","         4654.79"
"30-Jan-2017","    19718.80","    19767.05","    19561.10","    19585.25","       71178678","         2113.37"
"31-Jan-2017","    19533.20","    19624.10","    19435.45","    19515.15","       67343878","         2331.66"
"01-Feb-2017","    19522.40","    20047.85","    19470.95","    20020.60","      145906975","         4549.85"
"02-Feb-2017","    20053.95","    20146.90","    19915.20","    20070.30","      116963782","         3279.64"
"03-Feb-2017","    20061.90","    20229.65","    20009.95","    20196.80","      113714035","         3092.66"
"06-Feb-2017","    20307.15","    20462.45","    20298.05","    20371.60","       99281709","         2853.85"
"07-Feb-2017","    20367.30","    20426.95","    20281.50","    20327.25","      109432014","         2835.60"
"08-Feb-2017","    20335.25","    20362.80","    20070.15","    20245.40","       85902788","         2626.17"
"09-Feb-2017","    20312.65","    20406.60","    20000.35","    20151.15","      107559620","         2763.25"
"10-Feb-2017","    20225.75","    20310.00","    20167.10","    20213.90","      117595817","         3354.08"
"13-Feb-2017","    20273.65","    20308.70","    20116.90","    20251.80","      108967330","         3171.01"
"14-Feb-2017","    20304.50","    20314.05","    20158.85","    20258.10","       69832338","         2184.70"
"15-Feb-2017","    20282.10","    20368.20","    20115.85","    20163.70","       74195087","         2264.21"
"16-Feb-2017","    20243.25","    20295.55","    20088.20","    20243.70","       81485552","         2495.90"
"17-Feb-2017","    20918.45","    21042.35","    20449.65","    20551.35","      197061810","        17389.12"
"20-Feb-2017","    20494.85","    20702.60","    20472.40","    20677.10","       66182208","         1900.02"
"21-Feb-2017","    20695.90","    20903.35","    20619.25","    20860.95","       74587721","         2472.87"
"22-Feb-2017","    20937.60","    20958.25","    20829.65","    20868.45","       92261695","         3234.58"
"23-Feb-2017","    20887.65","    21011.90","    20828.40","    20876.65","       95406666","         4117.00"
"27-Feb-2017","    20853.45","    20853.45","    20584.75","    20613.05","       60499704","         2147.48"
"28-Feb-2017","    20632.85","    20681.30","    20560.60","    20607.25","       76658515","         1994.39"
"01-Mar-2017","    20698.90","    20833.75","    20678.75","    20783.75","       75542256","         2221.57"
"02-Mar-2017","    20885.00","    20905.00","    20516.90","    20560.05","       81044163","         2531.48"
"03-Mar-2017","    20572.85","    20580.45","    20423.35","    20495.60","       53179917","         1530.14"
"06-Mar-2017","    20548.95","    20727.50","    20532.20","    20663.65","       56093806","         1770.09"
"07-Mar-2017","    20685.95","    20701.25","    20585.95","    20627.50","       47804156","         1672.58"
"08-Mar-2017","    20630.15","    20715.20","    20534.25","    20676.55","       63112788","         2417.86"
"09-Mar-2017","    20620.55","    20780.25","    20603.90","    20721.35","       59782379","         2026.91"
"10-Mar-2017","    20825.90","    20876.95","    20648.80","    20727.55","       53537238","         1964.77"
"14-Mar-2017","    21189.85","    21274.45","    21059.70","    21102.70","       98698328","         3498.01"
"15-Mar-2017","    21089.40","    21216.90","    21063.95","    21157.90","       75243419","         2391.61"
"16-Mar-2017","    21237.50","    21289.80","    21194.25","    21249.90","       73921069","         2310.19"
"17-Mar-2017","    21308.45","    21336.05","    21127.95","    21175.05","       92308641","         3726.23"
"20-Mar-2017","    21202.55","    21202.55","    21084.80","    21110.25","       50376495","         1837.69"
"21-Mar-2017","    21110.65","    21146.50","    20967.00","    21019.00","       72936344","         2481.96"
"22-Mar-2017","    20815.35","    20899.00","    20753.90","    20781.35","       83727177","         3342.31"
"23-Mar-2017","    20848.75","    20934.75","    20775.35","    20895.50","       60387250","         2370.82"
"24-Mar-2017","    20987.60","    21174.10","    20929.15","    21122.55","      124797100","         3469.38"
"27-Mar-2017","    21178.10","    21179.20","    20979.55","    21056.90","       97615919","         2724.96"
"28-Mar-2017","    21229.00","    21264.95","    21145.00","    21225.40","       95258847","         3085.11"
"29-Mar-2017","    21291.45","    21418.60","    21255.75","    21391.15","      119195883","         3822.73"
"30-Mar-2017","    21374.35","    21696.00","    21331.90","    21620.70","      111132480","         4310.10"
"31-Mar-2017","    21551.85","    21574.15","    21414.00","    21444.15","      103206746","         3006.08"
"03-Apr-2017","    21539.20","    21565.45","    21408.60","    21547.75","       61067763","         1906.61"
"05-Apr-2017","    21602.20","    21699.30","    21499.75","    21652.70","       84599454","         2687.88"
"06-Apr-2017","    21572.70","    21674.00","    21488.90","    21622.95","       93689427","         3046.09"
"07-Apr-2017","    21536.50","    21616.85","    21397.00","    21431.15","       96285404","         2249.17"
"10-Apr-2017","    21492.05","    21552.10","    21396.05","    21520.15","       57491405","         1899.75"
"11-Apr-2017","    21521.45","    21753.35","    21483.55","    21736.15","       89433764","         2573.00"
"12-Apr-2017","    21735.65","    21787.10","    21551.75","    21666.80","       78966353","         2262.20"
"13-Apr-2017","    21651.25","    21758.85","    21627.00","    21686.60","       71469667","         2103.68"
"17-Apr-2017","    21700.50","    21743.30","    21576.75","    21647.60","       49031440","         1613.70"
"18-Apr-2017","    21706.05","    21947.00","    21634.15","    21671.85","       85174794","         2519.03"
"19-Apr-2017","    21674.10","    21706.30","    21470.20","    21556.35","       81449296","         2982.23"
"20-Apr-2017","    21419.45","    21558.85","    21396.00","    21491.40","      100132829","         4072.58"
"21-Apr-2017","    21567.50","    21614.55","    21386.20","    21551.45","       77253527","         3180.14"
"24-Apr-2017","    21591.90","    21884.85","    21578.65","    21857.40","       84637572","         3426.83"
"25-Apr-2017","    21960.65","    22093.25","    21900.30","    22054.70","       88819491","         2951.25"
"26-Apr-2017","    22158.65","    22276.05","    21814.90","    22242.85","      133893025","         3440.25"
"27-Apr-2017","    22274.05","    22380.85","    22169.80","    22326.30","      166567366","         5121.57"
"28-Apr-2017","    22296.80","    22383.00","    22182.55","    22358.25","      167782299","         3435.87"
"02-May-2017","    22412.55","    22492.15","    22266.15","    22341.35","      140738147","         3271.81"
"03-May-2017","    22445.85","    22449.00","    22240.05","    22307.30","      130697797","         2999.79"
"04-May-2017","    22618.30","    22743.70","    22449.90","    22720.10","      226413641","         6577.31"
"05-May-2017","    22844.85","    22853.55","    22514.00","    22604.95","      255187439","         6371.44"
"08-May-2017","    22678.45","    22835.15","    22632.50","    22767.35","      106479323","         3170.57"
"09-May-2017","    22820.80","    22835.35","    22664.35","    22707.30","       81028829","         2350.68"
"10-May-2017","    22767.75","    22859.40","    22742.05","    22830.35","       73498955","         2353.34"
"11-May-2017","    22916.05","    22977.85","    22764.65","    22818.45","       78856978","         2557.60"
"12-May-2017","    22840.40","    22859.15","    22578.00","    22671.70","       96397424","         4278.32"
"15-May-2017","    22735.85","    22891.70","    22730.35","    22821.50","       74700041","         3207.83"
"16-May-2017","    22857.60","    22944.10","    22727.65","    22928.60","      134784390","         3836.41"
"17-May-2017","    22972.35","    22978.15","    22830.10","    22935.95","       96263996","         3028.04"
"18-May-2017","    22750.45","    22834.55","    22660.20","    22698.60","      113423012","         4013.89"
"19-May-2017","    22761.95","    22902.25","    22628.45","    22769.80","      154944222","         4945.90"
"22-May-2017","    22874.80","    22918.35","    22637.75","    22652.85","       99779442","         3093.31"
"23-May-2017","    22674.90","    22740.40","    22492.20","    22582.80","      114212196","         3364.36"
"24-May-2017","    22624.50","    22673.40","    22469.80","    22536.30","       91993332","         2841.15"
