Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr),Pct
2010-07-12,9745.9,9864.4,9745.9,9850.6,13341431,1337.63,1.0628794185125852
2010-07-13,9737.65,9940.75,9737.65,9931.6,12332271,1124.64,1.9528575456119932
2010-07-14,10009.0,10061.95,9928.4,9956.65,14308675,1423.43,-0.5257792530620276
2010-07-15,9967.25,9995.75,9885.55,9932.1,13773357,1218.03,-0.35390300137936226
2010-07-16,9951.3,10026.25,9941.7,10013.45,14872609,1284.22,0.6206652052988876
2010-07-19,10001.9,10078.4,9956.65,10032.5,17400936,1309.61,0.3050087216546261
2010-07-20,10081.75,10106.85,9949.05,9976.0,10718128,851.74,-1.0600441058540497
2010-07-21,10003.5,10037.5,9940.95,9992.15,12385763,996.28,-0.11358916749648838
2010-07-22,9954.9,10069.2,9914.85,10060.25,16595679,1324.14,1.047190676176043
2010-07-23,10088.25,10120.6,10034.45,10093.9,16948858,1592.64,0.05597440038042418
2010-07-26,10108.9,10152.5,9998.95,10024.0,10968776,1006.18,-0.8469672785315208
2010-07-27,10035.65,10128.6,9951.55,10090.65,13667176,1496.55,0.5450590398041751
2010-07-28,10093.9,10117.0,10024.4,10068.15,11912415,1133.91,-0.2557570159363935
2010-07-29,10038.6,10207.2,10032.05,10179.7,18235758,1683.35,1.3860919280528932
2010-07-30,10152.5,10243.9,10116.7,10161.0,20039922,1770.01,0.0836531837417577
2010-08-02,10258.35,10436.4,10255.4,10411.5,19563962,1872.81,1.4709696009220539
2010-08-03,10452.15,10542.9,10448.15,10502.65,18339489,1710.12,0.4808310283595093
2010-08-04,10511.05,10525.85,10412.65,10489.3,13149823,1266.8,-0.20735416090682887
2010-08-05,10444.6,10539.65,10441.5,10454.9,14691422,1556.26,0.09851839807171062
2010-08-06,10442.25,10476.7,10364.95,10383.65,11555552,1082.19,-0.564348759829158
2010-08-09,10407.55,10534.0,10393.5,10524.1,10940788,1096.12,1.1074581199342566
2010-08-10,10507.45,10578.85,10473.55,10519.95,14302448,1467.1,0.11882185751833421
